seed,epsilon,method,loss_before,loss_after,delta_loss,kl_step,kl_ratio,eta,direction,cos_g_v
0,1e-05,sgd,2.501522430572943,2.4924564335088966,0.009065997064046538,8.99999991566735e-10,8.99999991566735e-05,0.014252454541680339,"tensor([ 0.0815,  0.0437, -0.0095,  0.0138,  0.0732,  0.0130, -0.1822, -0.1592,
         0.0178, -0.0172,  0.0912, -0.0165, -0.0834, -0.0649,  0.1047, -0.0713,
         0.0673,  0.1315,  0.1160,  0.0721, -0.0378,  0.0544, -0.0534,  0.0184,
        -0.0141,  0.0229, -0.0078,  0.1039,  0.0725,  0.0869,  0.0796,  0.1664,
        -0.0569, -0.0666,  0.1044,  0.0619, -0.1893, -0.0618,  0.0311, -0.1183,
         0.0206, -0.0996, -0.0005, -0.1444,  0.0163,  0.0228, -0.0332, -0.0666,
         0.0956, -0.0060, -0.0960,  0.0023, -0.0196, -0.0570,  0.1032, -0.1052,
         0.1141,  0.0961, -0.1430,  0.1111,  0.1146, -0.0490, -0.0298,  0.0225,
         0.0429, -0.0606,  0.0691, -0.1199,  0.0458,  0.0087,  0.0065,  0.0889,
        -0.0510, -0.0074,  0.0334,  0.0015,  0.0871,  0.0707, -0.1065, -0.1322,
        -0.0821, -0.0608, -0.1636, -0.0012, -0.1155,  0.1265, -0.0365,  0.0756,
        -0.0017, -0.0725,  0.0618,  0.1140, -0.0034, -0.0051, -0.0104, -0.0333,
         0.0215,  0.0731, -0.0771,  0.1396,  0.0752,  0.0505,  0.0704, -0.0042,
         0.0596,  0.0268,  0.0933, -0.1213,  0.0263,  0.0200, -0.0954, -0.0390,
        -0.0156,  0.0163,  0.0345, -0.0997, -0.0099, -0.1660,  0.1407,  0.1037,
         0.0024,  0.0080,  0.0253,  0.0123, -0.1664,  0.0721,  0.1102, -0.0061,
        -0.1665, -0.0455,  0.0659,  0.0375,  0.1247, -0.0231, -0.0867,  0.0492,
        -0.0235, -0.1022, -0.1031,  0.0057, -0.0216, -0.0757, -0.0277,  0.0615,
         0.0122, -0.0250, -0.0437, -0.1063,  0.0533,  0.0549,  0.0069,  0.0510,
        -0.1243,  0.1452, -0.0505, -0.0662, -0.0421, -0.0779,  0.0085,  0.0982],
       device='cuda:0')",
0,1e-05,natgrad,2.501522430572943,2.4923481240258587,0.009174306547084399,8.999999915980981e-10,8.99999991598098e-05,0.0021776251322729056,"tensor([ 0.0892,  0.0364,  0.0052,  0.0118,  0.0796,  0.0247, -0.1917, -0.1534,
         0.0153, -0.0111,  0.0693, -0.0172, -0.0850, -0.0639,  0.1053, -0.0847,
         0.0703,  0.1278,  0.1077,  0.0889, -0.0276,  0.0564, -0.0624,  0.0178,
        -0.0187,  0.0319, -0.0038,  0.0901,  0.0843,  0.0857,  0.0807,  0.1569,
        -0.0514, -0.0827,  0.1204,  0.0784, -0.1932, -0.0444,  0.0479, -0.1269,
         0.0063, -0.1090, -0.0097, -0.1452,  0.0192,  0.0299, -0.0148, -0.0757,
         0.0932,  0.0154, -0.0861, -0.0171, -0.0104, -0.0380,  0.1077, -0.0794,
         0.1173,  0.0811, -0.1402,  0.1206,  0.0918, -0.0536, -0.0294,  0.0075,
         0.0762, -0.0705,  0.0532, -0.1014,  0.0220, -0.0113,  0.0022,  0.0938,
        -0.0544, -0.0092,  0.0250, -0.0018,  0.0701,  0.0535, -0.1164, -0.1298,
        -0.0786, -0.0422, -0.1607, -0.0115, -0.1226,  0.1291, -0.0218,  0.0764,
        -0.0125, -0.0797,  0.0634,  0.1065,  0.0211, -0.0235, -0.0066, -0.0286,
         0.0211,  0.0646, -0.0761,  0.1527,  0.0610,  0.0469,  0.0663,  0.0119,
         0.0542,  0.0448,  0.1175, -0.1029,  0.0570, -0.0105, -0.0914, -0.0176,
        -0.0369,  0.0165,  0.0306, -0.1107,  0.0088, -0.1641,  0.1629,  0.0974,
         0.0058,  0.0017,  0.0037,  0.0199, -0.1931,  0.0844,  0.1047, -0.0146,
        -0.1784, -0.0535,  0.0468,  0.0229,  0.1406, -0.0394, -0.0944,  0.0214,
        -0.0241, -0.0860, -0.0856,  0.0033, -0.0340, -0.0437, -0.0308,  0.0785,
        -0.0048, -0.0117, -0.0410, -0.1140,  0.0419,  0.0400, -0.0167,  0.0411,
        -0.0891,  0.1356, -0.0396, -0.0733, -0.0316, -0.0583, -0.0013,  0.1079],
       device='cuda:0')",0.9856045460775451
0,3e-05,sgd,2.501522430572943,2.485832378232263,0.015690052340679994,8.999999914064422e-10,2.9999999713548074e-05,0.02468597539875614,"tensor([ 0.0815,  0.0437, -0.0095,  0.0138,  0.0732,  0.0130, -0.1822, -0.1592,
         0.0178, -0.0172,  0.0912, -0.0165, -0.0834, -0.0649,  0.1047, -0.0713,
         0.0673,  0.1315,  0.1160,  0.0721, -0.0378,  0.0544, -0.0534,  0.0184,
        -0.0141,  0.0229, -0.0078,  0.1039,  0.0725,  0.0869,  0.0796,  0.1664,
        -0.0569, -0.0666,  0.1044,  0.0619, -0.1893, -0.0618,  0.0311, -0.1183,
         0.0206, -0.0996, -0.0005, -0.1444,  0.0163,  0.0228, -0.0332, -0.0666,
         0.0956, -0.0060, -0.0960,  0.0023, -0.0196, -0.0570,  0.1032, -0.1052,
         0.1141,  0.0961, -0.1430,  0.1111,  0.1146, -0.0490, -0.0298,  0.0225,
         0.0429, -0.0606,  0.0691, -0.1199,  0.0458,  0.0087,  0.0065,  0.0889,
        -0.0510, -0.0074,  0.0334,  0.0015,  0.0871,  0.0707, -0.1065, -0.1322,
        -0.0821, -0.0608, -0.1636, -0.0012, -0.1155,  0.1265, -0.0365,  0.0756,
        -0.0017, -0.0725,  0.0618,  0.1140, -0.0034, -0.0051, -0.0104, -0.0333,
         0.0215,  0.0731, -0.0771,  0.1396,  0.0752,  0.0505,  0.0704, -0.0042,
         0.0596,  0.0268,  0.0933, -0.1213,  0.0263,  0.0200, -0.0954, -0.0390,
        -0.0156,  0.0163,  0.0345, -0.0997, -0.0099, -0.1660,  0.1407,  0.1037,
         0.0024,  0.0080,  0.0253,  0.0123, -0.1664,  0.0721,  0.1102, -0.0061,
        -0.1665, -0.0455,  0.0659,  0.0375,  0.1247, -0.0231, -0.0867,  0.0492,
        -0.0235, -0.1022, -0.1031,  0.0057, -0.0216, -0.0757, -0.0277,  0.0615,
         0.0122, -0.0250, -0.0437, -0.1063,  0.0533,  0.0549,  0.0069,  0.0510,
        -0.1243,  0.1452, -0.0505, -0.0662, -0.0421, -0.0779,  0.0085,  0.0982],
       device='cuda:0')",
0,3e-05,natgrad,2.501522430572943,2.4856447819908847,0.015877648582058423,8.99999991531346e-10,2.9999999717711533e-05,0.0037717573689355697,"tensor([ 0.0892,  0.0364,  0.0052,  0.0118,  0.0796,  0.0247, -0.1917, -0.1534,
         0.0153, -0.0111,  0.0693, -0.0172, -0.0850, -0.0639,  0.1053, -0.0847,
         0.0703,  0.1278,  0.1077,  0.0889, -0.0276,  0.0564, -0.0624,  0.0178,
        -0.0187,  0.0319, -0.0038,  0.0901,  0.0843,  0.0857,  0.0807,  0.1569,
        -0.0514, -0.0827,  0.1204,  0.0784, -0.1932, -0.0444,  0.0479, -0.1269,
         0.0063, -0.1090, -0.0097, -0.1452,  0.0192,  0.0299, -0.0148, -0.0757,
         0.0932,  0.0154, -0.0861, -0.0171, -0.0104, -0.0380,  0.1077, -0.0794,
         0.1173,  0.0811, -0.1402,  0.1206,  0.0918, -0.0536, -0.0294,  0.0075,
         0.0762, -0.0705,  0.0532, -0.1014,  0.0220, -0.0113,  0.0022,  0.0938,
        -0.0544, -0.0092,  0.0250, -0.0018,  0.0701,  0.0535, -0.1164, -0.1298,
        -0.0786, -0.0422, -0.1607, -0.0115, -0.1226,  0.1291, -0.0218,  0.0764,
        -0.0125, -0.0797,  0.0634,  0.1065,  0.0211, -0.0235, -0.0066, -0.0286,
         0.0211,  0.0646, -0.0761,  0.1527,  0.0610,  0.0469,  0.0663,  0.0119,
         0.0542,  0.0448,  0.1175, -0.1029,  0.0570, -0.0105, -0.0914, -0.0176,
        -0.0369,  0.0165,  0.0306, -0.1107,  0.0088, -0.1641,  0.1629,  0.0974,
         0.0058,  0.0017,  0.0037,  0.0199, -0.1931,  0.0844,  0.1047, -0.0146,
        -0.1784, -0.0535,  0.0468,  0.0229,  0.1406, -0.0394, -0.0944,  0.0214,
        -0.0241, -0.0860, -0.0856,  0.0033, -0.0340, -0.0437, -0.0308,  0.0785,
        -0.0048, -0.0117, -0.0410, -0.1140,  0.0419,  0.0400, -0.0167,  0.0411,
        -0.0891,  0.1356, -0.0396, -0.0733, -0.0316, -0.0583, -0.0013,  0.1079],
       device='cuda:0')",0.9856045460775451
0,0.0001,sgd,2.501522430572943,2.472921901211754,0.028600529361189064,8.999999914392292e-10,8.999999914392291e-06,0.04507021859972109,"tensor([ 0.0815,  0.0437, -0.0095,  0.0138,  0.0732,  0.0130, -0.1822, -0.1592,
         0.0178, -0.0172,  0.0912, -0.0165, -0.0834, -0.0649,  0.1047, -0.0713,
         0.0673,  0.1315,  0.1160,  0.0721, -0.0378,  0.0544, -0.0534,  0.0184,
        -0.0141,  0.0229, -0.0078,  0.1039,  0.0725,  0.0869,  0.0796,  0.1664,
        -0.0569, -0.0666,  0.1044,  0.0619, -0.1893, -0.0618,  0.0311, -0.1183,
         0.0206, -0.0996, -0.0005, -0.1444,  0.0163,  0.0228, -0.0332, -0.0666,
         0.0956, -0.0060, -0.0960,  0.0023, -0.0196, -0.0570,  0.1032, -0.1052,
         0.1141,  0.0961, -0.1430,  0.1111,  0.1146, -0.0490, -0.0298,  0.0225,
         0.0429, -0.0606,  0.0691, -0.1199,  0.0458,  0.0087,  0.0065,  0.0889,
        -0.0510, -0.0074,  0.0334,  0.0015,  0.0871,  0.0707, -0.1065, -0.1322,
        -0.0821, -0.0608, -0.1636, -0.0012, -0.1155,  0.1265, -0.0365,  0.0756,
        -0.0017, -0.0725,  0.0618,  0.1140, -0.0034, -0.0051, -0.0104, -0.0333,
         0.0215,  0.0731, -0.0771,  0.1396,  0.0752,  0.0505,  0.0704, -0.0042,
         0.0596,  0.0268,  0.0933, -0.1213,  0.0263,  0.0200, -0.0954, -0.0390,
        -0.0156,  0.0163,  0.0345, -0.0997, -0.0099, -0.1660,  0.1407,  0.1037,
         0.0024,  0.0080,  0.0253,  0.0123, -0.1664,  0.0721,  0.1102, -0.0061,
        -0.1665, -0.0455,  0.0659,  0.0375,  0.1247, -0.0231, -0.0867,  0.0492,
        -0.0235, -0.1022, -0.1031,  0.0057, -0.0216, -0.0757, -0.0277,  0.0615,
         0.0122, -0.0250, -0.0437, -0.1063,  0.0533,  0.0549,  0.0069,  0.0510,
        -0.1243,  0.1452, -0.0505, -0.0662, -0.0421, -0.0779,  0.0085,  0.0982],
       device='cuda:0')",
0,0.0001,natgrad,2.501522430572943,2.4725794072439466,0.028943023328996453,8.999999913958018e-10,8.999999913958017e-06,0.006886255308007822,"tensor([ 0.0892,  0.0364,  0.0052,  0.0118,  0.0796,  0.0247, -0.1917, -0.1534,
         0.0153, -0.0111,  0.0693, -0.0172, -0.0850, -0.0639,  0.1053, -0.0847,
         0.0703,  0.1278,  0.1077,  0.0889, -0.0276,  0.0564, -0.0624,  0.0178,
        -0.0187,  0.0319, -0.0038,  0.0901,  0.0843,  0.0857,  0.0807,  0.1569,
        -0.0514, -0.0827,  0.1204,  0.0784, -0.1932, -0.0444,  0.0479, -0.1269,
         0.0063, -0.1090, -0.0097, -0.1452,  0.0192,  0.0299, -0.0148, -0.0757,
         0.0932,  0.0154, -0.0861, -0.0171, -0.0104, -0.0380,  0.1077, -0.0794,
         0.1173,  0.0811, -0.1402,  0.1206,  0.0918, -0.0536, -0.0294,  0.0075,
         0.0762, -0.0705,  0.0532, -0.1014,  0.0220, -0.0113,  0.0022,  0.0938,
        -0.0544, -0.0092,  0.0250, -0.0018,  0.0701,  0.0535, -0.1164, -0.1298,
        -0.0786, -0.0422, -0.1607, -0.0115, -0.1226,  0.1291, -0.0218,  0.0764,
        -0.0125, -0.0797,  0.0634,  0.1065,  0.0211, -0.0235, -0.0066, -0.0286,
         0.0211,  0.0646, -0.0761,  0.1527,  0.0610,  0.0469,  0.0663,  0.0119,
         0.0542,  0.0448,  0.1175, -0.1029,  0.0570, -0.0105, -0.0914, -0.0176,
        -0.0369,  0.0165,  0.0306, -0.1107,  0.0088, -0.1641,  0.1629,  0.0974,
         0.0058,  0.0017,  0.0037,  0.0199, -0.1931,  0.0844,  0.1047, -0.0146,
        -0.1784, -0.0535,  0.0468,  0.0229,  0.1406, -0.0394, -0.0944,  0.0214,
        -0.0241, -0.0860, -0.0856,  0.0033, -0.0340, -0.0437, -0.0308,  0.0785,
        -0.0048, -0.0117, -0.0410, -0.1140,  0.0419,  0.0400, -0.0167,  0.0411,
        -0.0891,  0.1356, -0.0396, -0.0733, -0.0316, -0.0583, -0.0013,  0.1079],
       device='cuda:0')",0.9856045460775451
0,0.0003,sgd,2.501522430572943,2.4521127853657214,0.049409645207221686,8.999999913844788e-10,2.999999971281596e-06,0.07806390852295275,"tensor([ 0.0815,  0.0437, -0.0095,  0.0138,  0.0732,  0.0130, -0.1822, -0.1592,
         0.0178, -0.0172,  0.0912, -0.0165, -0.0834, -0.0649,  0.1047, -0.0713,
         0.0673,  0.1315,  0.1160,  0.0721, -0.0378,  0.0544, -0.0534,  0.0184,
        -0.0141,  0.0229, -0.0078,  0.1039,  0.0725,  0.0869,  0.0796,  0.1664,
        -0.0569, -0.0666,  0.1044,  0.0619, -0.1893, -0.0618,  0.0311, -0.1183,
         0.0206, -0.0996, -0.0005, -0.1444,  0.0163,  0.0228, -0.0332, -0.0666,
         0.0956, -0.0060, -0.0960,  0.0023, -0.0196, -0.0570,  0.1032, -0.1052,
         0.1141,  0.0961, -0.1430,  0.1111,  0.1146, -0.0490, -0.0298,  0.0225,
         0.0429, -0.0606,  0.0691, -0.1199,  0.0458,  0.0087,  0.0065,  0.0889,
        -0.0510, -0.0074,  0.0334,  0.0015,  0.0871,  0.0707, -0.1065, -0.1322,
        -0.0821, -0.0608, -0.1636, -0.0012, -0.1155,  0.1265, -0.0365,  0.0756,
        -0.0017, -0.0725,  0.0618,  0.1140, -0.0034, -0.0051, -0.0104, -0.0333,
         0.0215,  0.0731, -0.0771,  0.1396,  0.0752,  0.0505,  0.0704, -0.0042,
         0.0596,  0.0268,  0.0933, -0.1213,  0.0263,  0.0200, -0.0954, -0.0390,
        -0.0156,  0.0163,  0.0345, -0.0997, -0.0099, -0.1660,  0.1407,  0.1037,
         0.0024,  0.0080,  0.0253,  0.0123, -0.1664,  0.0721,  0.1102, -0.0061,
        -0.1665, -0.0455,  0.0659,  0.0375,  0.1247, -0.0231, -0.0867,  0.0492,
        -0.0235, -0.1022, -0.1031,  0.0057, -0.0216, -0.0757, -0.0277,  0.0615,
         0.0122, -0.0250, -0.0437, -0.1063,  0.0533,  0.0549,  0.0069,  0.0510,
        -0.1243,  0.1452, -0.0505, -0.0662, -0.0421, -0.0779,  0.0085,  0.0982],
       device='cuda:0')",
0,0.0003,natgrad,2.501522430572943,2.451519610755439,0.05000281981750421,8.999999912326474e-10,2.999999970775492e-06,0.011927344067360415,"tensor([ 0.0892,  0.0364,  0.0052,  0.0118,  0.0796,  0.0247, -0.1917, -0.1534,
         0.0153, -0.0111,  0.0693, -0.0172, -0.0850, -0.0639,  0.1053, -0.0847,
         0.0703,  0.1278,  0.1077,  0.0889, -0.0276,  0.0564, -0.0624,  0.0178,
        -0.0187,  0.0319, -0.0038,  0.0901,  0.0843,  0.0857,  0.0807,  0.1569,
        -0.0514, -0.0827,  0.1204,  0.0784, -0.1932, -0.0444,  0.0479, -0.1269,
         0.0063, -0.1090, -0.0097, -0.1452,  0.0192,  0.0299, -0.0148, -0.0757,
         0.0932,  0.0154, -0.0861, -0.0171, -0.0104, -0.0380,  0.1077, -0.0794,
         0.1173,  0.0811, -0.1402,  0.1206,  0.0918, -0.0536, -0.0294,  0.0075,
         0.0762, -0.0705,  0.0532, -0.1014,  0.0220, -0.0113,  0.0022,  0.0938,
        -0.0544, -0.0092,  0.0250, -0.0018,  0.0701,  0.0535, -0.1164, -0.1298,
        -0.0786, -0.0422, -0.1607, -0.0115, -0.1226,  0.1291, -0.0218,  0.0764,
        -0.0125, -0.0797,  0.0634,  0.1065,  0.0211, -0.0235, -0.0066, -0.0286,
         0.0211,  0.0646, -0.0761,  0.1527,  0.0610,  0.0469,  0.0663,  0.0119,
         0.0542,  0.0448,  0.1175, -0.1029,  0.0570, -0.0105, -0.0914, -0.0176,
        -0.0369,  0.0165,  0.0306, -0.1107,  0.0088, -0.1641,  0.1629,  0.0974,
         0.0058,  0.0017,  0.0037,  0.0199, -0.1931,  0.0844,  0.1047, -0.0146,
        -0.1784, -0.0535,  0.0468,  0.0229,  0.1406, -0.0394, -0.0944,  0.0214,
        -0.0241, -0.0860, -0.0856,  0.0033, -0.0340, -0.0437, -0.0308,  0.0785,
        -0.0048, -0.0117, -0.0410, -0.1140,  0.0419,  0.0400, -0.0167,  0.0411,
        -0.0891,  0.1356, -0.0396, -0.0733, -0.0316, -0.0583, -0.0013,  0.1079],
       device='cuda:0')",0.9856045460775451
0,0.001,sgd,2.501522430572943,2.411772675251028,0.08974975532191509,8.999999909749472e-10,8.999999909749471e-07,0.14252454541680337,"tensor([ 0.0815,  0.0437, -0.0095,  0.0138,  0.0732,  0.0130, -0.1822, -0.1592,
         0.0178, -0.0172,  0.0912, -0.0165, -0.0834, -0.0649,  0.1047, -0.0713,
         0.0673,  0.1315,  0.1160,  0.0721, -0.0378,  0.0544, -0.0534,  0.0184,
        -0.0141,  0.0229, -0.0078,  0.1039,  0.0725,  0.0869,  0.0796,  0.1664,
        -0.0569, -0.0666,  0.1044,  0.0619, -0.1893, -0.0618,  0.0311, -0.1183,
         0.0206, -0.0996, -0.0005, -0.1444,  0.0163,  0.0228, -0.0332, -0.0666,
         0.0956, -0.0060, -0.0960,  0.0023, -0.0196, -0.0570,  0.1032, -0.1052,
         0.1141,  0.0961, -0.1430,  0.1111,  0.1146, -0.0490, -0.0298,  0.0225,
         0.0429, -0.0606,  0.0691, -0.1199,  0.0458,  0.0087,  0.0065,  0.0889,
        -0.0510, -0.0074,  0.0334,  0.0015,  0.0871,  0.0707, -0.1065, -0.1322,
        -0.0821, -0.0608, -0.1636, -0.0012, -0.1155,  0.1265, -0.0365,  0.0756,
        -0.0017, -0.0725,  0.0618,  0.1140, -0.0034, -0.0051, -0.0104, -0.0333,
         0.0215,  0.0731, -0.0771,  0.1396,  0.0752,  0.0505,  0.0704, -0.0042,
         0.0596,  0.0268,  0.0933, -0.1213,  0.0263,  0.0200, -0.0954, -0.0390,
        -0.0156,  0.0163,  0.0345, -0.0997, -0.0099, -0.1660,  0.1407,  0.1037,
         0.0024,  0.0080,  0.0253,  0.0123, -0.1664,  0.0721,  0.1102, -0.0061,
        -0.1665, -0.0455,  0.0659,  0.0375,  0.1247, -0.0231, -0.0867,  0.0492,
        -0.0235, -0.1022, -0.1031,  0.0057, -0.0216, -0.0757, -0.0277,  0.0615,
         0.0122, -0.0250, -0.0437, -0.1063,  0.0533,  0.0549,  0.0069,  0.0510,
        -0.1243,  0.1452, -0.0505, -0.0662, -0.0421, -0.0779,  0.0085,  0.0982],
       device='cuda:0')",
0,0.001,natgrad,2.501522430572943,2.410689974976651,0.09083245559629205,8.999999910703655e-10,8.999999910703654e-07,0.02177625132272906,"tensor([ 0.0892,  0.0364,  0.0052,  0.0118,  0.0796,  0.0247, -0.1917, -0.1534,
         0.0153, -0.0111,  0.0693, -0.0172, -0.0850, -0.0639,  0.1053, -0.0847,
         0.0703,  0.1278,  0.1077,  0.0889, -0.0276,  0.0564, -0.0624,  0.0178,
        -0.0187,  0.0319, -0.0038,  0.0901,  0.0843,  0.0857,  0.0807,  0.1569,
        -0.0514, -0.0827,  0.1204,  0.0784, -0.1932, -0.0444,  0.0479, -0.1269,
         0.0063, -0.1090, -0.0097, -0.1452,  0.0192,  0.0299, -0.0148, -0.0757,
         0.0932,  0.0154, -0.0861, -0.0171, -0.0104, -0.0380,  0.1077, -0.0794,
         0.1173,  0.0811, -0.1402,  0.1206,  0.0918, -0.0536, -0.0294,  0.0075,
         0.0762, -0.0705,  0.0532, -0.1014,  0.0220, -0.0113,  0.0022,  0.0938,
        -0.0544, -0.0092,  0.0250, -0.0018,  0.0701,  0.0535, -0.1164, -0.1298,
        -0.0786, -0.0422, -0.1607, -0.0115, -0.1226,  0.1291, -0.0218,  0.0764,
        -0.0125, -0.0797,  0.0634,  0.1065,  0.0211, -0.0235, -0.0066, -0.0286,
         0.0211,  0.0646, -0.0761,  0.1527,  0.0610,  0.0469,  0.0663,  0.0119,
         0.0542,  0.0448,  0.1175, -0.1029,  0.0570, -0.0105, -0.0914, -0.0176,
        -0.0369,  0.0165,  0.0306, -0.1107,  0.0088, -0.1641,  0.1629,  0.0974,
         0.0058,  0.0017,  0.0037,  0.0199, -0.1931,  0.0844,  0.1047, -0.0146,
        -0.1784, -0.0535,  0.0468,  0.0229,  0.1406, -0.0394, -0.0944,  0.0214,
        -0.0241, -0.0860, -0.0856,  0.0033, -0.0340, -0.0437, -0.0308,  0.0785,
        -0.0048, -0.0117, -0.0410, -0.1140,  0.0419,  0.0400, -0.0167,  0.0411,
        -0.0891,  0.1356, -0.0396, -0.0733, -0.0316, -0.0583, -0.0013,  0.1079],
       device='cuda:0')",0.9856045460775451
